Segment,Plant,Product,Quantity,Risk Level,Segement,Code,UOM,Status,Classification,Level 1,Level 2,Level 3,Scrapping Status,Scrapping Month,Value in EGP,Date
,EGLF,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",34.2033746,Medium,FG,184994,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,10.88,
,EGLF,Saksdc El King 15` Can Tray 24^50cl TE,34.2033746,Medium,FG,55494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,10.61,
,EGLC,Heaicadn NRB Cses 24^33cl TE,34.2033746,Medium,FG,18477,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,10.57,
,EGLF,Deasis Can Tray 24^33cl TE,34.2033746,Medium,FG,184489,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,10.46,
,EGLE,Ameasnb Zero Radler Can Tray 24^33cl TE,34.2033746,Medium,FG,508418,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,10.36,
,EGLG,Saksdc El King 10` Can Tray 24^50cl TE,34.2033746,Medium,FG,8974,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,10.33,
,EGLF,Heaicadn Can Tray 24^33cl TE,34.2033746,Medium,FG,8980,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,9.94,
,EGLC,LU^OR ^^^ Can Tray 24^50cl TE,34.2033746,Medium,FG,49818,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,9.52,
,EGLE,Saksdc El King 10` Can Tray 24^33cl TE,34.2033746,Medium,FG,184894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,8.75,
,EGLU,AYAM Rose NRB 12^75cl,34.2033746,Medium,FG,518444,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,8.75,
,EGLE,Fasdikad Mango Peach Can Tray 24^33cl TE,34.2033746,Medium,FG,57489,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,8.7,
,EGLU,Saksdc El King 15` Can Tray 24^33cl TE,34.2033746,Medium,FG,184897,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,8.61,
,EGLC,Brella Can Tray 24^33cl TE,34.2033746,Medium,FG,8975,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,8.15,
,EGLF,Fasdikad Apple Wmelon Can Tray 24^33cl TE,34.2033746,Medium,FG,55479,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,8.08,
,EGLL,Fasdikad Coffee Can Tray 12^25cl TE,34.2033746,Medium,FG,180594,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,7.84,
,EGLL,"Biresss NRB Cses 24^27,5cl TE",34.2033746,Medium,FG,184494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,7.64,
,EGLU,Bajse Zibiba 42` NRB 48^15cl,34.2033746,Medium,FG,4897,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,7.57,
,EGLU,Bajse Vasj  Volga 40` NRB 48^15cl,34.2033746,Medium,FG,189444,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,7.12,
,EGLU,AYAM Red NRB 12^75cl,34.2033746,Medium,FG,48187,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,5.56,
,EGLU,JUST WINE Chardonnay White NRB 12^75cl,34.2033746,Medium,FG,5518418,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,5.5,
,EGLU,Deasis NRB Cses 24^33cl TE,34.2033746,Medium,FG,50999,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,5.29,
,EGLG,Valdons White Sparkling NRB 12^75cl,34.2033746,Medium,FG,989418,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,4.08,
,EGLE,Fasdikad Apple Can Tray 24^25cl TE,34.2033746,Medium,FG,59904,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,3.81,
,EGLL,Fasdikad Apple Wmelon Can Tray 24^25cl TE,34.2033746,Medium,FG,59904,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,3.81,
,EGLE,GIANACLIS 1882 NRB 12^75cl,34.2033746,Medium,FG,59494,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,3.45,
,EGLE,Valdons Semi Sweet White NRB 12^75cl,34.2033746,Medium,FG,518895,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,3.28,
,EGLE,CAPE BAY Chardonnay Oaky NRB 12^75cl,34.2033746,Medium,FG,59450,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,3.26,
,EGLU,AYAM Reserve NRB 12^75cl,34.2033746,Medium,FG,518574,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,3.18,
,EGLE,CAPE BAY Chardonnay NRB 12^75cl,34.2033746,Medium,FG,4984,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,2.69,
,EGLB,LEILA Rose NRB 12^75cl,34.2033746,Medium,FG,55187,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,1.59,
,EGLB,CAPE BAY Merlot NRB 12^75cl,34.2033746,High,FG,4989,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.96,
,EGLB,"OasnKHAYYAM White NRB 48^18,7cl",34.2033746,High,FG,509418,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.91,
,EGLB,CAPE BAY Merlot Oaky NRB 12^75cl,34.2033746,High,FG,59449,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.9,
,EGLB,CGM White NRB 12^75cl,34.2033746,High,FG,4974,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.84,
,EGLU,"CUBANA Rum Melon 10` NRB 12^27,5cl",34.2033746,High,FG,477187,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.82,
,EGLG,"OasnKHAYYAM Red NRB 48^18,7cl",34.2033746,High,FG,50944,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,0.77,
,EGLB,OasnKHAYYAM Rose NRB 12^75cl,34.2033746,High,FG,4978,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.76,
,EGLE,CASPAR White Viognier NRB 6^75cl,34.2033746,High,FG,49188,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,0.72,
,EGLB,"AYAM White NRB 48^18,7cl",34.2033746,High,FG,5180018,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.7,
,EGLU,AYAM White NRB 12^75cl,34.2033746,High,FG,418018,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,0.67,
,EGLB,OasnKHAYYAM White NRB 12^75cl,34.2033746,High,FG,4977,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.57,
,EGLB,Chadsad DE GRANVILLE White NRB 6^75cl,34.2033746,High,FG,451875,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.45,
,EGLB,Chadsad DE GRANVILLE Red NRB 6^75cl,34.2033746,High,FG,45947,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.45,
,EGLB,CGM Red NRB 12^75cl,34.2033746,High,FG,4979,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.44,
,EGLB,CASTELLO DI TREVI Red NRB 6^75cl,34.2033746,High,FG,559418,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.42,
,EGLU,"ID DBL EDGE Pineapple 10` NRB 12^27,5cl",34.2033746,High,FG,4445,PC,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Done,22-Apr,0.41,
,EGLG,Adjan Satb Whisky 40` NRB 12^75cl,34.2033746,High,FG,541844,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.4,
,EGLU,Bajse Vat 20 98` NRB 48^15cl,34.2033746,High,FG,4894,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.35,
,EGLB,Valdons Rose Sparkling NRB 12^75cl,34.2033746,High,FG,94559,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.28,
,EGLB,Bajse Brandy Fine 32` PET 12^50cl,34.2033746,High,FG,418959,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.23,
,EGLG,CUBANA White Rum 40` NRB 12^75cl,34.2033746,High,FG,418459,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.23,
,EGLB,VIN DE MESSE ABARKA NRB 12^75cl,34.2033746,High,FG,4970,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.21,
,EGLB,Adjan Satb Whisky 40` NRB 24^35cl,34.2033746,High,FG,4448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.19,
,EGLE,ZOTTOS Brandy 40` NRB 12^75cl,34.2033746,High,FG,189744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.19,
,EGLG,"Bascajh Gin Lime 15` NRB 12^27,5cl",34.2033746,High,FG,55478,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.18,
,EGLB,NERMINE Red NRB 6^75cl,34.2033746,High,FG,49189,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.15,
,EGLB,CASTELLO DI TREVI White NRB 6^75cl,34.2033746,High,FG,55947,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,0.14,
,EGLB,Bajse Brandy Fine 32` NRB 24^25cl,34.2033746,High,FG,18899,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.13,
,EGLE,Phshshas Gin 40` PET 12^75cl,34.2033746,High,FG,1845018,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.11,
,EGLE,Bajse Gin O^ford 40` PET 12^75cl,34.2033746,High,FG,4184918,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.11,
,EGLG,Bajse Rum Aloha 98` PET 12^75cl,34.2033746,High,FG,418494,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.11,
,EGLE,Bajse Ouzo Marenos 42` PET 12^75cl,34.2033746,High,FG,418890,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.11,
,EGLE,Bajse Vasj  Volga 40` PET 12^75cl,34.2033746,High,FG,418999,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.11,
,EGLB,MEsacod Can Tray 24^50cl TE,34.2033746,High,FG,59944,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.1,
,EGLE,Phshshas Whisky 40` PET 12^75cl,34.2033746,High,FG,184509,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.1,
,EGLE,Phshshas Rum 98` PET 12^75cl,34.2033746,High,FG,184507,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,0.1,
,EGLB,"ID DBL EDGE Cherry 10` NRB 12^27,5cl",34.2033746,High,FG,59578,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.09,
,EGLB,"Bascajh Gin Lemon Mint 10` NRB 12^27,5cl",34.2033746,High,FG,418854,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.09,
,EGLB,Bajse Wsky Highl Red 40` NRB 24^25cl,34.2033746,High,FG,9444,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.09,
,EGLB,Bajse Vasj  Volga 40` NRB 24^25cl,34.2033746,High,FG,9444,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.09,
,EGLB,Bajse Zibiba 42` PET 12^50cl,34.2033746,High,FG,418948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,0.08,
,EGLG,Brella RB Crate 24^50cl TE,34.2033746,High,FG,8948,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,0.08,
,EGLR,RB Own Grn Fasdikad 240ml Fay-01 NEmb PO,34.2033746,High,FG,4444,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,0,
,EGLR,RB Own Green Biresss 240ml Bir-01 NEmb PO,34.2033746,High,FG,4489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,0,
,EGLI,RB Own Green Brella 500ml Ste-01 NEmb PO,34.2033746,High,FG,4449,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,0,
,EGB3,Crate Own Biresss 24^240ml,34.2033746,High,FG,5505,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,0,
,EGB3,Crate Own Fasdikad 24^240ml,34.2033746,High,FG,4457,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,0,
,EGLG,Crate Own Brella 24^500ml V2,34.2033746,High,FG,54598,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,0,
,EGB1,Crate Own Brella 24^500ml,34.2033746,High,FG,4454,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,0,
---,###,Invalid,34.2033746,Unmapped,,,,,,,,,,,,2024-15-98
,EGLG,Unknown,34.2033746,High,FG,,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,,
